Order ID,Customer Name,Category,Subcategory,City,Orderdate,Region,Sales,Discount,Profit,State
ORD106160,Aarav Mehta,Fruits & Vegetables,Apple,Hyderabad,06-01-24,South,5788.08,0.25,908,Telangana
ORD106161,Aarav Reddy,Grocery,Flour,Bengaluru,22-07-25,South,6213.15,0.29,397.86,Karnataka
ORD106162,Aarav Das,Dairy,Paneer,Mumbai,17-07-23,West,9323.48,0.29,881.06,Maharashtra
ORD106163,Sneha Mehta,Bakery,Bun,Delhi,01-05-25,North,4709.85,0.12,885.93,Delhi
ORD106164,Ananya Patel,Dairy,Paneer,Bengaluru,19-10-23,South,3325.86,0.14,284.91,Karnataka
ORD106165,Rahul Patel,Dairy,Curd,Delhi,10-10-23,North,5559.38,0.01,1043.07,Delhi
ORD106166,Aarav Joshi,Household,Bucket,Lucknow,22-03-24,North,4062.2,0.22,440.85,Uttar Pradesh
ORD106167,Vivaan Kumar,Household,Mop,Bengaluru,17-03-25,South,7888.97,0.25,340.61,Karnataka
ORD106168,Ananya Joshi,Dairy,Cheese,Jaipur,11-02-25,North,7789.57,0.22,1091.22,Rajasthan
ORD106169,Rohan Patel,Grocery,Oil,Chennai,02-04-24,South,1539.5,0.22,209,Tamil Nadu
ORD106170,Ananya Reddy,Snacks,Chips,Ahmedabad,02-09-25,West,5826.88,0.18,1095.92,Gujarat
ORD106171,Kunal Patel,Beverages,Soft Drinks,Jaipur,08-08-23,North,3209.63,0.16,168.32,Rajasthan
ORD106172,Rohan Nair,Snacks,Chips,Lucknow,02-04-23,North,4908.78,0.02,304.56,Uttar Pradesh
ORD106173,Isha Kumar,Snacks,Biscuits,Bengaluru,11-05-25,South,7623.67,0.25,835.09,Karnataka
ORD106174,Rohan Reddy,Snacks,Cake,Lucknow,22-11-24,North,8060.83,0.27,801.65,Uttar Pradesh
ORD106175,Rohan Joshi,Personal Care,Cream,Lucknow,07-05-23,North,6465.13,0.07,548.9,Uttar Pradesh
ORD106176,Diya Das,Personal Care,Deodorant,Hyderabad,17-08-24,South,8279.19,0.07,801.22,Telangana
ORD106177,Ananya Sharma,Fruits & Vegetables,Apple,Mumbai,16-02-24,West,5101.04,0.16,1044.22,Maharashtra
ORD106178,Priya Joshi,Bakery,Rusk,Mumbai,29-07-23,West,5629.74,0.06,336.91,Maharashtra
ORD106179,Rahul Sharma,Bakery,Pastry,Hyderabad,07-05-24,South,3610.06,0.28,456.51,Telangana
ORD106180,Kunal Das,Beverages,Juice,Chennai,20-03-23,South,1042.38,0.13,219.07,Tamil Nadu
ORD106181,Priya Mehta,Bakery,Pastry,Jaipur,03-01-25,North,8755.98,0.29,680.43,Rajasthan
ORD106182,Rahul Nair,Fruits & Vegetables,Tomato,Bengaluru,17-02-25,South,7092.31,0.04,1698.01,Karnataka
ORD106183,Vivaan Gupta,Snacks,Cake,Bengaluru,22-09-25,South,3530.98,0.03,177.34,Karnataka
ORD106184,Rahul Kumar,Beverages,Juice,Pune,13-01-25,West,7616.61,0.02,1624.25,Maharashtra
ORD106185,Diya Nair,Dairy,Cheese,Lucknow,12-11-23,North,8733.21,0.29,1292.94,Uttar Pradesh
ORD106186,Rahul Mehta,Dairy,Paneer,Hyderabad,01-07-24,South,7695.08,0.03,1554.1,Telangana
ORD106187,Sneha Patel,Personal Care,Deodorant,Ahmedabad,29-07-23,West,2578.04,0.1,199.29,Gujarat
ORD106188,Vivaan Sharma,Beverages,Coffee,Ahmedabad,21-04-25,West,8426.57,0.23,565.57,Gujarat
ORD106189,Rahul Kumar,Snacks,Biscuits,Hyderabad,20-08-25,South,2220.52,0.11,427.73,Telangana
ORD106190,Isha Patel,Fruits & Vegetables,Potato,Chennai,25-12-24,South,1009.74,0.26,98.57,Tamil Nadu
ORD106191,Vivaan Sharma,Bakery,Bun,Jaipur,11-06-23,North,4757.28,0.1,564.14,Rajasthan
ORD106192,Vivaan Patel,Grocery,Spices,Delhi,21-08-25,North,3835.59,0.08,301.39,Delhi
ORD106193,Ananya Nair,Personal Care,Toothpaste,Mumbai,20-12-24,West,8262.7,0.06,1911.37,Maharashtra
ORD106194,Isha Joshi,Household,Tissue,Kolkata,30-04-23,East,2763.34,0.28,131.05,West Bengal
ORD106195,Diya Joshi,Bakery,Rusk,Pune,29-07-24,West,7524.46,0.05,1484.8,Maharashtra
ORD106196,Vivaan Joshi,Personal Care,Deodorant,Kolkata,03-04-24,East,3269.98,0.21,186.9,West Bengal
ORD106197,Aarav Patel,Fruits & Vegetables,Onion,Kolkata,24-08-23,East,314.4,0.25,13.53,West Bengal
ORD106198,Vivaan Patel,Household,Tissue,Bengaluru,06-12-24,South,6576.11,0.06,1117.54,Karnataka
ORD106199,Ananya Patel,Personal Care,Shampoo,Hyderabad,12-11-23,South,1184.88,0.11,161.44,Telangana
ORD106200,Kunal Sharma,Personal Care,Deodorant,Kolkata,26-05-23,East,9027.01,0.13,1759.02,West Bengal
ORD106201,Sneha Singh,Snacks,Namkeen,Bengaluru,06-11-23,South,2984.07,0.16,462.1,Karnataka
ORD106202,Rohan Joshi,Fruits & Vegetables,Apple,Lucknow,31-01-24,North,3775.04,0.24,485.36,Uttar Pradesh
ORD106203,Rohan Singh,Personal Care,Soap,Chennai,08-05-25,South,5106.89,0.23,733.4,Tamil Nadu
ORD106204,Diya Das,Beverages,Soft Drinks,Delhi,20-07-24,North,2971.5,0.11,554.32,Delhi
ORD106205,Rahul Sharma,Grocery,Oil,Bengaluru,03-08-23,South,2647.94,0.26,292.39,Karnataka
ORD106206,Ananya Reddy,Personal Care,Toothpaste,Delhi,27-03-24,North,1756.27,0.22,236.47,Delhi
ORD106207,Rohan Nair,Personal Care,Soap,Ahmedabad,17-04-23,West,1323.26,0.1,189.19,Gujarat
ORD106208,Aarav Reddy,Bakery,Bread,Lucknow,24-11-23,North,2340.82,0.06,449.98,Uttar Pradesh
ORD106209,Isha Nair,Bakery,Rusk,Kolkata,11-04-24,East,696.03,0.12,32.91,West Bengal
ORD106210,Priya Mehta,Snacks,Biscuits,Chennai,03-11-24,South,3337.5,0.07,456.57,Tamil Nadu
ORD106211,Rohan Gupta,Bakery,Pastry,Jaipur,23-07-25,North,8198.03,0.22,1185.09,Rajasthan
ORD106212,Priya Kumar,Grocery,Flour,Ahmedabad,17-01-23,West,7671.22,0.15,474.14,Gujarat
ORD106213,Aarav Sharma,Bakery,Rusk,Jaipur,20-01-24,North,4415.53,0.17,568.55,Rajasthan
ORD106214,Rahul Sharma,Fruits & Vegetables,Apple,Chennai,17-08-23,South,5373.6,0.23,420.17,Tamil Nadu
ORD106215,Sneha Reddy,Dairy,Paneer,Delhi,19-09-23,North,9684.3,0.29,1378.46,Delhi
ORD106216,Vivaan Kumar,Bakery,Rusk,Chennai,08-01-25,South,7610.76,0.1,1274.41,Tamil Nadu
ORD106217,Sneha Gupta,Household,Detergent,Bengaluru,15-08-24,South,5555.83,0.03,1179.79,Karnataka
ORD106218,Rohan Mehta,Personal Care,Deodorant,Kolkata,06-01-25,East,3583.73,0.2,388.76,West Bengal
ORD106219,Diya Patel,Beverages,Coffee,Mumbai,16-05-23,West,2872.68,0.08,568.49,Maharashtra
ORD106220,Kunal Das,Dairy,Paneer,Mumbai,04-08-24,West,6109.6,0.04,420.52,Maharashtra
ORD106221,Priya Kumar,Beverages,Water,Hyderabad,09-06-25,South,6103.27,0.06,1253.06,Telangana
ORD106222,Priya Kumar,Snacks,Chips,Mumbai,10-04-24,West,4130.2,0.28,418.96,Maharashtra
ORD106223,Vivaan Patel,Grocery,Rice,Lucknow,14-07-23,North,2196.51,0.07,294.03,Uttar Pradesh
ORD106224,Aarav Patel,Snacks,Chips,Hyderabad,07-06-25,South,5332.48,0.02,578.99,Telangana
ORD106225,Rohan Nair,Snacks,Chocolate,Hyderabad,23-05-24,South,4269.06,0.05,387.35,Telangana
ORD106226,Vivaan Das,Household,Bucket,Delhi,02-11-23,North,8291.17,0.25,653.24,Delhi
ORD106227,Rahul Das,Personal Care,Soap,Bengaluru,06-12-24,South,6153.43,0.19,1154.37,Karnataka
ORD106228,Aarav Sharma,Grocery,Spices,Kolkata,22-03-23,East,6329.95,0.18,452.48,West Bengal
ORD106229,Vivaan Sharma,Personal Care,Cream,Jaipur,23-06-24,North,9988.73,0.09,550.71,Rajasthan
ORD106230,Priya Das,Snacks,Chocolate,Delhi,09-10-24,North,6841.52,0.07,1049.1,Delhi
ORD106231,Isha Das,Household,Mop,Lucknow,30-11-23,North,4940.57,0.17,299.13,Uttar Pradesh
ORD106232,Sneha Mehta,Household,Mop,Hyderabad,14-04-23,South,9201.85,0.3,1059.27,Telangana
ORD106233,Diya Reddy,Personal Care,Cream,Mumbai,11-08-25,West,2187.96,0.26,293.05,Maharashtra
ORD106234,Rohan Joshi,Grocery,Rice,Hyderabad,14-08-25,South,7114.12,0.19,406.15,Telangana
ORD106235,Aarav Patel,Grocery,Oil,Jaipur,15-01-23,North,1315.16,0.3,195.6,Rajasthan
ORD106236,Vivaan Patel,Grocery,Rice,Mumbai,31-07-23,West,2449.77,0.04,165.75,Maharashtra
ORD106237,Rohan Singh,Fruits & Vegetables,Onion,Lucknow,20-04-23,North,7391.59,0.12,431.03,Uttar Pradesh
ORD106238,Kunal Sharma,Fruits & Vegetables,Tomato,Pune,13-05-24,West,5860.19,0.24,390.84,Maharashtra
ORD106239,Vivaan Kumar,Grocery,Oil,Hyderabad,12-09-24,South,7960.02,0.14,1124.02,Telangana
ORD106240,Priya Kumar,Beverages,Tea,Lucknow,27-12-24,North,7444.62,0.26,1170.28,Uttar Pradesh
ORD106241,Ananya Gupta,Beverages,Water,Kolkata,19-04-24,East,748.24,0.14,132.4,West Bengal
ORD106242,Vivaan Das,Household,Detergent,Bengaluru,04-12-23,South,5766.67,0.27,240.44,Karnataka
ORD106243,Rahul Mehta,Fruits & Vegetables,Onion,Lucknow,30-08-25,North,3473.81,0.04,243.82,Uttar Pradesh
ORD106244,Kunal Das,Personal Care,Deodorant,Ahmedabad,18-07-23,West,7654.24,0.23,1140.48,Gujarat
ORD106245,Priya Singh,Household,Detergent,Bengaluru,04-09-23,South,8883.1,0.29,852.69,Karnataka
ORD106246,Rohan Sharma,Dairy,Cheese,Delhi,16-06-23,North,1755.31,0.07,389.4,Delhi
ORD106247,Diya Das,Dairy,Butter,Bengaluru,22-01-25,South,6300.64,0.1,958.86,Karnataka
ORD106248,Aarav Singh,Dairy,Curd,Hyderabad,15-12-24,South,7361.33,0.24,535.23,Telangana
ORD106249,Vivaan Patel,Beverages,Juice,Mumbai,04-06-23,West,5712.59,0.01,300.34,Maharashtra
ORD106250,Priya Sharma,Grocery,Spices,Bengaluru,15-05-25,South,148.14,0.1,17.78,Karnataka
ORD106251,Kunal Mehta,Snacks,Cake,Chennai,31-07-23,South,1555.14,0.03,355.13,Tamil Nadu
ORD106252,Rohan Reddy,Fruits & Vegetables,Onion,Bengaluru,12-07-25,South,7774.71,0.03,1726.21,Karnataka
ORD106253,Rohan Singh,Beverages,Water,Lucknow,19-06-23,North,9265.28,0.15,826.87,Uttar Pradesh
ORD106254,Sneha Reddy,Fruits & Vegetables,Onion,Jaipur,20-08-25,North,1375.7,0.25,215.38,Rajasthan
ORD106255,Aarav Sharma,Grocery,Oil,Bengaluru,27-02-24,South,5167.7,0.3,192.13,Karnataka
ORD106256,Aarav Nair,Beverages,Water,Ahmedabad,21-02-25,West,4731.26,0.02,687.49,Gujarat
ORD106257,Isha Joshi,Household,Detergent,Chennai,02-05-25,South,6627.88,0.19,769.55,Tamil Nadu
ORD106258,Rohan Kumar,Beverages,Tea,Lucknow,02-02-24,North,179.41,0.18,17.59,Uttar Pradesh
ORD106259,Rohan Das,Personal Care,Soap,Kolkata,07-02-25,East,6594.88,0.02,1369.87,West Bengal
ORD106260,Diya Gupta,Household,Tissue,Delhi,24-05-23,North,7439.34,0.23,845.28,Delhi
ORD106261,Priya Kumar,Snacks,Chocolate,Chennai,07-09-23,South,6141.14,0.03,960.89,Tamil Nadu
ORD106262,Rahul Mehta,Fruits & Vegetables,Potato,Pune,26-08-23,West,1402.85,0.16,124.89,Maharashtra
ORD106263,Kunal Sharma,Household,Cleaner,Delhi,28-11-23,North,8035.21,0.08,1518.42,Delhi
ORD106264,Aarav Nair,Bakery,Bread,Pune,16-06-24,West,3351.11,0.1,621.8,Maharashtra
ORD106265,Isha Mehta,Snacks,Chocolate,Bengaluru,02-06-25,South,2723.31,0.09,209.45,Karnataka
ORD106266,Rohan Gupta,Beverages,Soft Drinks,Mumbai,04-10-24,West,3708.5,0.16,768.92,Maharashtra
ORD106267,Isha Nair,Dairy,Cheese,Hyderabad,27-02-25,South,4625.04,0.23,330.74,Telangana
ORD106268,Diya Reddy,Snacks,Cake,Lucknow,11-07-24,North,4746.88,0.2,882.99,Uttar Pradesh
ORD106269,Kunal Gupta,Bakery,Croissant,Jaipur,10-08-25,North,5486.47,0.29,683.27,Rajasthan
ORD106270,Aarav Patel,Grocery,Pulses,Mumbai,03-07-25,West,9862.03,0.22,738.82,Maharashtra
ORD106271,Diya Joshi,Snacks,Biscuits,Kolkata,08-04-25,East,7094.44,0.01,1396.53,West Bengal
ORD106272,Rahul Sharma,Dairy,Milk,Pune,20-07-24,West,4021.36,0.11,815.14,Maharashtra
ORD106273,Sneha Das,Fruits & Vegetables,Potato,Jaipur,21-02-25,North,4847.36,0.01,395.1,Rajasthan
ORD106274,Kunal Gupta,Snacks,Chips,Jaipur,29-04-24,North,1143.42,0.02,140.14,Rajasthan
ORD106275,Rahul Kumar,Grocery,Flour,Ahmedabad,04-11-23,West,8729.9,0.04,1165.16,Gujarat
ORD106276,Vivaan Patel,Household,Cleaner,Lucknow,18-10-23,North,9482.78,0.17,1511.64,Uttar Pradesh
ORD106277,Diya Mehta,Dairy,Milk,Lucknow,02-08-25,North,6333.92,0.19,1040.37,Uttar Pradesh
ORD106278,Rohan Reddy,Snacks,Chips,Bengaluru,20-07-25,South,3086,0.09,512.06,Karnataka
ORD106279,Isha Gupta,Fruits & Vegetables,Banana,Chennai,04-07-24,South,5180.89,0.06,1025.33,Tamil Nadu
ORD106280,Sneha Nair,Fruits & Vegetables,Tomato,Ahmedabad,21-02-23,West,1181.75,0.1,59.18,Gujarat
ORD106281,Kunal Kumar,Dairy,Curd,Delhi,10-04-24,North,7331.36,0.22,344.59,Delhi
ORD106282,Diya Das,Personal Care,Cream,Mumbai,30-03-23,West,4502.15,0.18,365.47,Maharashtra
ORD106283,Priya Das,Grocery,Rice,Hyderabad,03-06-25,South,1909.74,0.02,194.84,Telangana
ORD106284,Ananya Singh,Fruits & Vegetables,Potato,Mumbai,22-01-25,West,2331.74,0.07,339.98,Maharashtra
ORD106285,Sneha Joshi,Household,Detergent,Pune,19-09-25,West,2705.5,0.26,216.78,Maharashtra
ORD106286,Sneha Reddy,Personal Care,Soap,Pune,29-10-24,West,8057.72,0.29,340.93,Maharashtra
ORD106287,Rohan Patel,Grocery,Pulses,Hyderabad,19-03-23,South,3186.32,0.01,350.3,Telangana
ORD106288,Aarav Nair,Fruits & Vegetables,Banana,Kolkata,02-02-24,East,5697.03,0.28,959.54,West Bengal
ORD106289,Aarav Nair,Dairy,Butter,Kolkata,05-05-24,East,3062.44,0.03,734.07,West Bengal
ORD106290,Rohan Mehta,Beverages,Soft Drinks,Delhi,01-08-23,North,2155.01,0.13,103,Delhi
ORD106291,Kunal Mehta,Snacks,Cake,Ahmedabad,25-07-23,West,3582.14,0.16,164.99,Gujarat
ORD106292,Rahul Mehta,Bakery,Rusk,Chennai,08-02-23,South,276.24,0.21,16.69,Tamil Nadu
ORD106293,Rohan Patel,Bakery,Rusk,Mumbai,20-01-24,West,1326.46,0.28,189.25,Maharashtra
ORD106294,Sneha Sharma,Beverages,Juice,Lucknow,18-06-24,North,7356.13,0.2,482.61,Uttar Pradesh
ORD106295,Diya Reddy,Household,Bucket,Mumbai,22-07-25,West,1961.62,0.25,365.89,Maharashtra
ORD106296,Sneha Das,Fruits & Vegetables,Apple,Pune,01-08-25,West,418.2,0.17,25.45,Maharashtra
ORD106297,Rahul Nair,Household,Cleaner,Hyderabad,05-06-24,South,8717.74,0.07,1023.5,Telangana
ORD106298,Diya Gupta,Snacks,Chips,Kolkata,08-10-24,East,2101.77,0.03,168.36,West Bengal
ORD106299,Ananya Mehta,Bakery,Bread,Hyderabad,04-11-24,South,478.95,0.05,45.32,Telangana
ORD106300,Priya Kumar,Dairy,Paneer,Mumbai,18-07-24,West,545.2,0.27,50.74,Maharashtra
ORD106301,Vivaan Joshi,Personal Care,Toothpaste,Lucknow,13-12-23,North,8844.76,0.09,590.11,Uttar Pradesh
ORD106302,Priya Joshi,Dairy,Curd,Lucknow,19-03-23,North,5732.62,0.28,843.42,Uttar Pradesh
ORD106303,Diya Sharma,Grocery,Flour,Jaipur,05-01-24,North,8862.73,0.15,422.54,Rajasthan
ORD106304,Diya Das,Personal Care,Soap,Delhi,21-05-23,North,5653.9,0.13,1207.1,Delhi
ORD106305,Aarav Kumar,Fruits & Vegetables,Tomato,Jaipur,29-05-24,North,4776.33,0.06,774.25,Rajasthan
ORD106306,Rohan Kumar,Grocery,Spices,Mumbai,16-02-24,West,7021.6,0.16,723.8,Maharashtra
ORD106307,Rahul Das,Fruits & Vegetables,Banana,Ahmedabad,15-12-23,West,5254.56,0.07,343.19,Gujarat
ORD106308,Priya Singh,Personal Care,Deodorant,Kolkata,18-08-23,East,9929.36,0.07,2002.39,West Bengal
ORD106309,Aarav Das,Bakery,Pastry,Mumbai,06-12-23,West,2001.85,0.29,311.66,Maharashtra
ORD106310,Aarav Mehta,Bakery,Pastry,Bengaluru,22-02-25,South,7738.71,0.2,923.79,Karnataka
ORD106311,Isha Nair,Bakery,Bread,Delhi,12-12-24,North,2153.13,0.13,247.13,Delhi
ORD106312,Isha Sharma,Beverages,Soft Drinks,Kolkata,17-05-23,East,6099.37,0.29,1006.13,West Bengal
ORD106313,Sneha Sharma,Fruits & Vegetables,Tomato,Hyderabad,10-08-23,South,6292.55,0.2,451.56,Telangana
ORD106314,Ananya Singh,Fruits & Vegetables,Onion,Mumbai,22-03-25,West,8260.8,0.18,741.41,Maharashtra
ORD106315,Isha Mehta,Household,Detergent,Lucknow,06-12-23,North,4299.3,0.16,892.08,Uttar Pradesh
ORD106316,Vivaan Mehta,Fruits & Vegetables,Tomato,Chennai,25-02-25,South,351.07,0.11,63.36,Tamil Nadu
ORD106317,Rohan Mehta,Household,Bucket,Lucknow,06-07-23,North,2391.19,0.15,476.22,Uttar Pradesh
ORD106318,Sneha Singh,Snacks,Cake,Pune,10-09-25,West,3543.22,0.24,238.3,Maharashtra
ORD106319,Vivaan Sharma,Snacks,Chips,Bengaluru,11-07-23,South,927.65,0.07,174.07,Karnataka
ORD106320,Diya Sharma,Grocery,Spices,Jaipur,02-12-23,North,6770.3,0.23,613.54,Rajasthan
ORD106321,Rahul Kumar,Bakery,Rusk,Ahmedabad,08-02-23,West,9585.43,0.24,1178.24,Gujarat
ORD106322,Rohan Singh,Dairy,Cheese,Kolkata,31-03-24,East,5389.37,0.11,1047,West Bengal
ORD106323,Rahul Reddy,Household,Detergent,Kolkata,21-07-24,East,2090.11,0.15,423.27,West Bengal
ORD106324,Diya Mehta,Dairy,Butter,Pune,04-12-23,West,2792.98,0.11,124.61,Maharashtra
ORD106325,Priya Gupta,Dairy,Paneer,Pune,18-10-24,West,751.9,0.21,39.1,Maharashtra
ORD106326,Priya Gupta,Household,Detergent,Ahmedabad,31-03-23,West,1958.77,0.24,333.36,Gujarat
ORD106327,Rahul Joshi,Dairy,Cheese,Kolkata,24-07-25,East,4724.95,0.06,276.28,West Bengal
ORD106328,Rohan Sharma,Household,Tissue,Kolkata,13-06-25,East,1639.15,0.25,113.94,West Bengal
ORD106329,Rahul Nair,Fruits & Vegetables,Tomato,Lucknow,06-01-25,North,6544.17,0.17,556.64,Uttar Pradesh
ORD106330,Priya Kumar,Bakery,Pastry,Pune,08-10-23,West,624.23,0.25,113.4,Maharashtra
ORD106331,Isha Patel,Grocery,Oil,Hyderabad,06-10-23,South,5091.18,0.21,895.82,Telangana
ORD106332,Sneha Reddy,Snacks,Chips,Jaipur,24-08-24,North,8088.42,0.28,294.66,Rajasthan
ORD106333,Rohan Kumar,Beverages,Water,Jaipur,02-12-24,North,248.85,0.17,47.18,Rajasthan
ORD106334,Rohan Singh,Bakery,Pastry,Hyderabad,24-01-24,South,3996.27,0.15,595.57,Telangana
ORD106335,Sneha Gupta,Household,Bucket,Bengaluru,04-04-23,South,294.98,0.23,11.46,Karnataka
ORD106336,Ananya Reddy,Dairy,Milk,Bengaluru,16-03-25,South,1016.1,0.29,101.66,Karnataka
ORD106337,Aarav Patel,Dairy,Butter,Ahmedabad,19-11-24,West,1890.82,0.14,185.44,Gujarat
ORD106338,Kunal Das,Beverages,Juice,Chennai,21-05-24,South,9668.06,0.22,493.85,Tamil Nadu
ORD106339,Isha Reddy,Grocery,Pulses,Delhi,29-09-25,North,4076.95,0.12,725.87,Delhi
ORD106340,Rohan Das,Fruits & Vegetables,Apple,Bengaluru,11-06-23,South,3204.84,0.05,479.08,Karnataka
ORD106341,Diya Sharma,Grocery,Pulses,Jaipur,20-04-24,North,3672.45,0.29,520.63,Rajasthan
ORD106342,Diya Singh,Fruits & Vegetables,Apple,Hyderabad,17-11-24,South,2206.01,0.06,384.31,Telangana
ORD106343,Priya Patel,Grocery,Rice,Jaipur,02-02-23,North,8576.29,0.19,769.25,Rajasthan
ORD106344,Vivaan Singh,Dairy,Cheese,Jaipur,05-03-25,North,5687.77,0.26,750.04,Rajasthan
ORD106345,Aarav Singh,Grocery,Flour,Jaipur,28-03-24,North,4753.02,0.06,952.15,Rajasthan
ORD106346,Ananya Joshi,Personal Care,Shampoo,Chennai,29-11-24,South,6656.33,0.22,811.71,Tamil Nadu
ORD106347,Priya Patel,Beverages,Coffee,Jaipur,17-07-23,North,1780.96,0.06,134.21,Rajasthan
ORD106348,Aarav Singh,Grocery,Oil,Kolkata,14-02-25,East,4095.87,0.29,457.38,West Bengal
ORD106349,Diya Kumar,Snacks,Namkeen,Lucknow,27-05-24,North,2542.67,0.25,353.11,Uttar Pradesh
ORD106350,Rahul Reddy,Snacks,Biscuits,Delhi,05-03-25,North,2359.62,0.11,108.42,Delhi
ORD106351,Rohan Singh,Household,Tissue,Mumbai,11-05-23,West,2767.36,0.02,239.72,Maharashtra
ORD106352,Aarav Nair,Beverages,Juice,Mumbai,11-02-23,West,4474.9,0.04,1012.14,Maharashtra
ORD106353,Kunal Das,Grocery,Flour,Pune,27-08-25,West,7955.83,0.22,1346.24,Maharashtra
ORD106354,Vivaan Sharma,Grocery,Rice,Lucknow,12-03-25,North,7791.06,0.24,776.34,Uttar Pradesh
ORD106355,Isha Gupta,Bakery,Croissant,Ahmedabad,02-02-25,West,8744.55,0.05,456.97,Gujarat
ORD106356,Rohan Sharma,Household,Tissue,Kolkata,01-04-25,East,8266.02,0.01,2016.15,West Bengal
ORD106357,Ananya Mehta,Dairy,Butter,Bengaluru,08-05-23,South,7575.19,0.11,739.75,Karnataka
ORD106358,Kunal Mehta,Fruits & Vegetables,Banana,Bengaluru,13-08-24,South,8609.66,0.21,1581.45,Karnataka
ORD106359,Kunal Mehta,Fruits & Vegetables,Banana,Ahmedabad,27-08-23,West,3922.41,0.22,723.82,Gujarat
ORD106360,Diya Nair,Dairy,Curd,Bengaluru,04-08-23,South,9818.8,0.25,906.18,Karnataka
ORD106361,Rohan Reddy,Bakery,Bun,Bengaluru,04-03-23,South,6557.44,0.1,1377.48,Karnataka
ORD106362,Diya Mehta,Personal Care,Soap,Hyderabad,25-08-24,South,8590.24,0.14,789.67,Telangana
ORD106363,Priya Kumar,Snacks,Chips,Chennai,07-09-24,South,4755.06,0.1,857.01,Tamil Nadu
ORD106364,Priya Das,Fruits & Vegetables,Banana,Ahmedabad,13-09-23,West,6200.2,0.07,1322.75,Gujarat
ORD106365,Sneha Sharma,Household,Detergent,Hyderabad,10-10-24,South,6718.96,0.23,842.79,Telangana
ORD106366,Isha Sharma,Grocery,Rice,Ahmedabad,14-03-23,West,7437.77,0.24,880.05,Gujarat
ORD106367,Rahul Reddy,Fruits & Vegetables,Potato,Jaipur,24-06-23,North,4226.01,0.08,929.22,Rajasthan
ORD106368,Aarav Patel,Fruits & Vegetables,Onion,Chennai,21-05-24,South,771.47,0.08,45.71,Tamil Nadu
ORD106369,Sneha Patel,Beverages,Tea,Mumbai,18-10-24,West,9652.31,0.13,791.19,Maharashtra
ORD106370,Ananya Das,Personal Care,Soap,Chennai,13-08-23,South,2314.57,0.2,313.94,Tamil Nadu
ORD106371,Diya Reddy,Beverages,Juice,Jaipur,02-03-25,North,6596.59,0.06,323.27,Rajasthan
ORD106372,Aarav Joshi,Dairy,Milk,Hyderabad,25-07-24,South,5015.29,0.14,290.13,Telangana
ORD106373,Ananya Reddy,Dairy,Paneer,Delhi,16-09-23,North,1705.18,0.04,100.98,Delhi
ORD106374,Rohan Gupta,Fruits & Vegetables,Tomato,Bengaluru,14-01-24,South,3561.12,0.05,345.82,Karnataka
ORD106375,Rahul Sharma,Household,Mop,Pune,26-04-24,West,8665.41,0.03,1387.34,Maharashtra
ORD106376,Isha Joshi,Fruits & Vegetables,Tomato,Lucknow,17-12-24,North,3774.52,0.01,286.14,Uttar Pradesh
ORD106377,Kunal Nair,Beverages,Water,Bengaluru,12-11-23,South,4317.77,0.01,470.59,Karnataka
ORD106378,Rahul Patel,Personal Care,Toothpaste,Ahmedabad,13-02-23,West,480.78,0.15,24.68,Gujarat
ORD106379,Priya Joshi,Personal Care,Toothpaste,Ahmedabad,09-07-25,West,6717.45,0.22,942.87,Gujarat
ORD106380,Kunal Patel,Household,Bucket,Jaipur,19-01-24,North,607.22,0.19,80.65,Rajasthan
ORD106381,Priya Singh,Bakery,Bread,Mumbai,21-05-25,West,2812.55,0.27,166.53,Maharashtra
ORD106382,Isha Sharma,Fruits & Vegetables,Potato,Bengaluru,29-05-23,South,5823.87,0.17,609.14,Karnataka
ORD106383,Diya Singh,Household,Bucket,Bengaluru,04-09-25,South,1231.64,0.21,165.77,Karnataka
ORD106384,Diya Das,Snacks,Cake,Bengaluru,13-06-25,South,4197.84,0.16,589.79,Karnataka
ORD106385,Priya Kumar,Bakery,Rusk,Jaipur,04-12-24,North,1115.14,0.26,183.56,Rajasthan
ORD106386,Kunal Kumar,Fruits & Vegetables,Banana,Hyderabad,02-10-24,South,645.22,0.07,96.22,Telangana
ORD106387,Isha Mehta,Fruits & Vegetables,Onion,Bengaluru,16-08-23,South,9287.33,0.03,1118.25,Karnataka
ORD106388,Isha Patel,Snacks,Chips,Kolkata,17-02-24,East,4229.62,0.01,489.63,West Bengal
ORD106389,Rahul Mehta,Snacks,Chocolate,Ahmedabad,21-10-23,West,1725.97,0.13,266.28,Gujarat
ORD106390,Rohan Gupta,Grocery,Flour,Mumbai,30-09-25,West,9650.35,0.28,919.51,Maharashtra
ORD106391,Rahul Kumar,Bakery,Bun,Kolkata,21-10-24,East,5752.33,0.01,1186.88,West Bengal
ORD106392,Vivaan Sharma,Dairy,Paneer,Jaipur,14-11-23,North,6610.6,0.1,1266.69,Rajasthan
ORD106393,Priya Sharma,Snacks,Cake,Jaipur,27-12-24,North,3830.52,0.2,177.76,Rajasthan
ORD106394,Aarav Joshi,Bakery,Croissant,Mumbai,02-04-25,West,5484.95,0.06,1135.41,Maharashtra
ORD106395,Rahul Reddy,Dairy,Milk,Ahmedabad,22-05-25,West,1426.47,0.1,80.87,Gujarat
ORD106396,Priya Sharma,Fruits & Vegetables,Onion,Ahmedabad,04-06-23,West,3195.05,0.12,147.1,Gujarat
